text,hashtags,date,user,users number of followers,location
"OMG... He did NOT say military families gave him COVID. I really wish this would have been on Newsmax, or OANN, or SOMETHING.
",[],2020-10-16 00:09:44,FoilTha,14076,
"#e_RadioUS Whoopi Goldberg &amp; Joy Behar Doubt Donald Trump Ever Had COVID-19: ‘He’s A Liar’ — Watch https://t.co/JYZkkd1tQ6 https://t.co/gLfgn6AYku
",['e_RadioUS'],2020-10-16 00:09:44,eRadioUS,2602,United States
"Monkeys Get COVID-19, Too: Demand Answers on Primates Now! https://t.co/9NEt72ypI7 PLEASE SIGN AND SHARE. GET THESE ANIMALS OUT OF THE LABS!
",[],2020-10-16 00:09:45,DianePease,1153,
"Special report: Europe braces for monster 2nd coronavirus wave https://t.co/in1hxjOqkI
",[],2020-10-16 00:09:45,yalmaidoor,658,"Philadelphia, PA"
"👊The Tribune - An American Speaks - hope you listen   #trumpforprison #theresistance #democrat #trumpisajoke #voteblue #politics #liberal #resistance #covid #liarinchief #fucktrumpsupporters #protest #impeached #bhfyp #VoteEarly
","['trumpforprison', 'theresistance', 'democrat', 'trumpisajoke']",2020-10-16 00:09:45,TheTribune2020,57,"Washington, DC"
"#vote #elders #Florida | now djt doesn’t know about his #COVID testing | if you did that |~~”Don’t know”|~~~ they would name it : elder moment or early #Alzheimers | meantime #ClimateChange next #pandemic | still need #FederalTesting | https://t.co/02nFicO1U4
","['vote', 'elders', 'Florida', 'COVID']",2020-10-16 00:09:45,tamraraven,2871,"The Big River, Missouri"
"If Trump &amp; Cult45 were as interested in public health to stem Covid-19 as they are in QAnon, Pizzagate, Obamagate, and Hillary's emails, the USA wouldn't have a failed response to the Trump plague. The suffering, the death, the economic decline stems from Trump's failure to lead.
",[],2020-10-16 00:09:46,elhombrelibre1,2696,United States
"@TheFive It’s hard 2 watch U today w/Juan talking about Amy Coney Barrett. She is the crème de la crème &amp; for him 2 talk like that about her &amp; the rhetoric from the left shows how foolish they are! Where is the ME TOO now! Hypocrites! Fauci has lost all credibility! OVER COVID!
",[],2020-10-16 00:09:46,cvliss,193,
"Wow it’s awesome to hear Biden discuss Covid sat length without Trump stomping on his words, disgorging his toxic bilge.
",[],2020-10-16 00:09:47,DickPolman1,3292,Philadelphia
".@JoeBiden “It is the president’s responsibility to lead”.   On Trump leaving the Governors and States to deal with COVID on their own and not having national standards and support. @ABC https://t.co/0ma4ESMzDd
",[],2020-10-16 00:09:48,SheridanOrr,1022,
"Absolutely, Dan! #BidenCoalition #BidenTownHall
","['BidenCoalition', 'BidenTownHall']",2020-10-16 00:09:48,RyRousseau,1818,RVA
"Trump must think everyone dum,to think that we all believe  him and his hole family got covid-19 and 4-5 days later everyone is great and doing good. What kind of people he think we are? He's got more bull the most farms have in the barn I think it's time for change
",[],2020-10-16 00:09:49,rich78339628,0,"Buffalo, NY"
"""Do you believe a grieving military family gave you COVID"" is the question of the night.
",[],2020-10-16 00:09:49,MalwareJake,74756,"Augusta, GA"
"Here are the key takeaways for some of the most important COVID-19 studies our @uwepidemiology, @uwdgh and @UWMedicine team found today. Subscribe to the daily #COVID19 report and read older updates here: https://t.co/zavWINxBH6  #epitwitter  #IDtwitter  #AcademicChatter
",[],2020-10-16 00:09:49,covid19litrep,64,"Seattle, WA"
"Covid-19: Is Sweden getting it right? https://t.co/MiUBuisyoC
",[],2020-10-16 00:09:50,NewsApac,0,
"An indoor hockey game was associated with a SARS-CoV-2 outbreak in which 14 of 21 players (including the index case) experienced COVID-19 symptoms, 13 of whom tested positive for SARS-CoV-2. https://t.co/FArHmsw1PV
",[],2020-10-16 00:09:50,covid19litrep,64,"Seattle, WA"
"@NBCNews Is Savannah going to asking anything other than trying shame Trump on COVID?
",[],2020-10-16 00:09:50,MemeWiggins,2181,
"RT .@SavannahGuthrie .@NBCNews CDC Study Shows Masks Don't Prevent Getting COVID-19 https://t.co/mDsM30KwA6
",[],2020-10-16 00:09:51,svagdis,6350,
"We can dance again! 💃🕺🏼
",[],2020-10-16 00:09:51,Bianca_Stone,6404,Gold Coast
"@LizRNC Leave him alone about COVID. She is acting like a Karen
",[],2020-10-16 00:09:52,Cox30Cox,1585,A Mid-West Red State
"@SavannahGuthrie is frustrating me interrupting potus and grilling him about covid.
",[],2020-10-16 00:09:52,TN_Sweet_Sue,1626,Nashville🎻🎶
"This bitch: “Do you believe a grieving gold star family gave you COVID?”
",[],2020-10-16 00:09:52,Raoul_Sheridan,108,"Norfolk, VA"
"How does the story of tRUmp not remembering a Covid test get so much more traction than this? 🤔
",[],2020-10-16 00:09:52,RhapsodysBIues,4269,
"@KamalaHarris Trump just claimed 85 percent of people who wear masks get covid. Is he still high?
",[],2020-10-16 00:09:53,ColliverCali,7,
"@GOPChairwoman 222,689 deaths 8,214,546 covid cases, 1000 Americans dying every day from the Trump virus, 'it is what it is' Trump has covid is fake news so that he doesn't have to debate Biden again and talk about his non payment of tax and his fake ballot boxes.
",[],2020-10-16 00:09:53,jordangareth04,4,
"This is exactly why @NBCNews did not need to host this COVID Super Spreader in Chief
",[],2020-10-16 00:09:53,iamchanteezy,2492,"New York, NY"
"I might have something to do w. #TwitterDown. 😬  Started to make a list of things the Trumps were doing during the pandemic and it just kept growing. No wonder there's no action plan. They were busy re-opening golf clubs, building tennis courts, throwing parties. #ByeTiffany
",['TwitterDown'],2020-10-16 00:09:54,PepperGii,867,"Houston, TX"
"He didn’t. #TrumpTownHall #Debate2020 #VoteBidenHarris2020
","['TrumpTownHall', 'Debate2020', 'VoteBidenHarris2020']",2020-10-16 00:09:54,anthowest,35,"Dallas, TX"
"@StormyEyed2017 @GovStitt He doesn’t answer us about COVID, unemployment, children. Doubtful he’ll answer you. He’s too chicken shitt to answer.
",[],2020-10-16 00:09:54,heatherdawn1971,3299,"Tulsa, OK"
"@LadiesLoveBP2 I wanna go buy this Covid got me thinking three times 😂
",[],2020-10-16 00:09:54,MajorsDaddy_35,206,"Chicago, IL"
"Trump downplays Covid-19 while bragging about team of doctors https://t.co/Kopd4IaAnD via @msnbc
",[],2020-10-16 00:09:54,openpodbaydoor_,11211,"London, England"
"Why does Trump do this stuff on leftist TV? The hack woman is just trying to pin Covid on Trump for the whole country.
",[],2020-10-16 00:09:54,GiveMeLiberty56,1764,Free United States
"Wow! Did the NBC town hall host just try to accuse Trump of blaming a fallen hero family for him getting Covid. What a loser! Looking for an angle.
",[],2020-10-16 00:09:54,markmobile2008,40,
"Now I get why #Twitter banned the @NYPost story.  Both of these #TownHalls are going to focus on #COVID the whole time.
","['Twitter', 'TownHalls', 'COVID']",2020-10-16 00:09:55,NormanGYoung,921,"Florida, USA"
"@DavidCornDC @realDonaldTrump 🦠🦠🦠#Covid 🔥19🔥 days to go til it's a wrap folks — GO. VOTE.   #PresidentBiden  #BLUESenate
","['Covid', 'PresidentBiden', 'BLUESenate']",2020-10-16 00:09:55,bonjouryall,1065,same planet as you
"If @AmyMcGrathKY just punched Mitch McConnell in the face on behalf of all Americans who are suffering from him blocking Covid relief bills &amp; who hate how he has broken the Senate &amp; the judicial branch almost single-handedly, she might have a chance. But can she do it?
",[],2020-10-16 00:09:55,FanoBums,3078,
"Savannah's wasting time arguing about where POTUS caught COVID. Move on
",[],2020-10-16 00:09:56,LewisAdvocate,765,"New Orleans, La. "
"#Biden calls out #TrumpsFailure on #Covid in the #Biden #TownHall Watch it here: https://t.co/akccgJMcR9
","['Biden', 'TrumpsFailure', 'Covid', 'Biden', 'TownHall']",2020-10-16 00:09:56,CaravaggioGhost,7233,
"Restaurants were destined to ruin for Covid, pizza boss claims https://t.co/l2kP4SA8ON
",[],2020-10-16 00:09:56,9_breakingnews,21,United States
"The 73-9 GS Warriors ladies and gentlemen 😂😂😂 they really shouldn’t lose a game if the season survives covid.
",[],2020-10-16 00:09:57,CharneleMarie12,688,
"Christie says he was in ICU for 7 days battling Covid-19, urges Americans to wear masks. NOW HE DOES.  STUPID ASS! https://t.co/io4Rged3PX
",[],2020-10-16 00:09:57,charliesey60,12346,"Davie, FL"
"“Sicka these niggas Covid-19” just pops in my head randomly lol
",[],2020-10-16 00:09:57,_evolenomasiloj,482,
"Lindsay Lohan confirms she WILL return for The Masked Singer next year https://t.co/qzbNqEdJvw
",[],2020-10-16 00:09:57,1newsyworld,1069,
"Anyone who can’t understand why there are folks upset about the media role in our unopened schools needs to remember that stuff like this happened...  🤦🏼‍♀️  1/
",[],2020-10-16 00:09:57,karenvaites,8802,NYC
"Study shows over half of Americans are snacking more amid the COVID-19 pandemic https://t.co/p1RQChx2Bl https://t.co/Rue8zRSjVk
",[],2020-10-16 00:09:57,News4SA,198933,"San Antonio, Texas"
"@GrassleyWorks @joniernst That 4th Covid bill have been ready for since May 4th. Lairs
",[],2020-10-16 00:09:57,denisewu,27054,United States
"@yellostvstone @_mamadeb @StopVaxxedLies @MonstaTofu @VileThePro @100Dianne @user1028362792 @Kathmarval @IamTybalt79 @BreezerGalway @Matthew900118 @Monstercoyliar @KayVonPaul @LightControl2 @SwordtheChemist @markmcdougall13 @SMcwoof @LauraDekker1 @troydee @RokoNakamoto @mcfunny @angela_bower @PaulVCooper1 @KatLaRue7 @RisetteMD @GeoffSchuler @DreadPirRob42 @Death_is_final @barryjohnreid21 @CovidMillion @jkellyca @JaneEOpie @JeffBullard16 @HupperichWerner @auscandoc @BritLeyman @ianfmusgrave @organicdot @jeremy_hume @Landau_18901 @Shared_facts @SVaxhole @BeckyJohnson222 @EdDarrell @logieminks @wjarbuckles1 @MacBaird13 @seek_not @ShallowHal9 @Kelly24403519 thats the same question as ""how long is a piece of string?""  given your ignorance COVID will affect you &amp; then you will then thank medical people who advised you to stop being such an ignorant fucknugget
",[],2020-10-16 00:09:57,David_57055,9,
"@MittRomney @hall_logic Here is what a REAL follower of Jesus would do.......SHAME on you...all those that die of Covid 19 are on your hands....rot in hell  Why does this real  Pro-Life, Anti Abortion, Republican support Joe Biden?  https://t.co/DMuTeSuiLN  You are a fraud
",[],2020-10-16 00:09:57,WonderBitchToo,993,
"@atrupar If Trump were trying to get as many Americans infected with COVID-19 as possible... would his words and deeds differ at all from his current statements and actions?
",[],2020-10-16 00:09:57,NotATweeter16,4327,
"Chris Christie after 200,000+ people have already died, “should probs take this seriously lol”
",[],2020-10-16 00:09:58,theprincessevan,371,ur local buffet
"""Kamala Harris suspends travel after two people close to campaign test positive for COVID-19""  https://t.co/pr8HnzVsdJ
",[],2020-10-16 00:09:58,HunksNPolitics,1518,United States
"This isn't a town hall y'all this is a Covid Hall!!!
",[],2020-10-16 00:09:58,StephStance,921,Texas
"Wolf wouldn't open up so city is now considering eliminating 15 full-time positions, including police and firefighters, citing decreased revenues during COVID “The city faces about a $1 million budget shortfall,” said Ken Decker, Altoona city manager. “Revenues, due to COVID-19.
",[],2020-10-16 00:09:58,RaisedWicked,188,PA
"#Canada to #USA:  Stay away you #Covidiots! https://t.co/LzbdPwyM76
","['Canada', 'USA', 'Covidiots']",2020-10-16 00:09:58,JohnStauber,1425,Citizen-at-Large
"Cynthia Toussaint’s latest post on @PainNewsNetwork. After beating #breastcancer, how do you survive #COVID? Acceptance and a good dose of “what is, is” https://t.co/IHOHTtluuj #chronicpain #CRPS #spoonie
","['breastcancer', 'COVID']",2020-10-16 00:09:58,forgrace,10794,United States
"@JoeBiden's plan to get control of the COVID pandemic. https://t.co/RNvu7pS5Yo
",[],2020-10-16 00:09:59,Women4Biden,64435,The White House
"No one contradicts Trump when he says that China sent covid and it's so annoying
",[],2020-10-16 00:09:59,TheRockettMann,2312,he/him
"#TrumpTownHall Did Trump just imply that the families of fallen heroes passed COVID onto him? More likely it's the other way around.
",['TrumpTownHall'],2020-10-16 00:09:59,Hzzzzzzz3,9,
"Kaya Natin! Champion VP @lenirobredo and @MyTeamPilipinas are seeking to distribute 100,000 reusable cloth face masks to communities and sectors affected by the COVID-19 pandemic through #MasKampante project.   READ MORE: https://t.co/hA0mNGGRJK https://t.co/2lQxLOLaV9
",[],2020-10-16 00:10:00,KayaNatinPH,4671,"Quezon City, Philippines"
"Philly Ghosts offers array of virtual tours that are COVID-19 safe, but scary. @aliciavitarelli reports: https://t.co/CHSkXjtTTm
",[],2020-10-16 00:10:00,6abc,876151,Philadelphia
"Small businesses in New York City are facing a crisis caused by the city’s ongoing, tyrannical shutdowns over the COVID-19 pandemic. https://t.co/S0ILeERk4v
",[],2020-10-16 00:10:00,mrctv,83637,"Reston, VA"
".@RachelBros Reveals the 'Highly Romantic' Thing Her Husband Did for Her During COVID #PEOPLEtheTVShow https://t.co/dQhQYEXuuV
",['PEOPLEtheTVShow'],2020-10-16 00:10:00,people,7582318,
"@realDonaldTrump they just don't want to talk about real issues. Now we have to waste our time on the covid. Idiot.
",[],2020-10-16 00:10:00,phd_drv,4308,
"@DonaldJTrumpJr 222,689 deaths 8,214,546 covid cases, 1000 Americans dying every day from the Trump virus, 'it is what it is' Trump has covid is fake news so that he doesn't have to debate Biden again and talk about his non payment of tax and his fake ballot boxes.
",[],2020-10-16 00:10:00,jordangareth04,4,
"@GladysB is looking extremely agitated at the NSW Covid Update Presser now, looked at her watch &amp; clock in room a few times. Would think she’d want to be somewhere else. #nswpol @JodiMcKayMP #GladysGate #GladysMustGo
",[],2020-10-16 00:10:01,DocWSJames,1027,Never ask it may surprise you
"CHRISTIE'S COVID WARNING: I WAS SO WRONG! https://t.co/MiwyewOoy0 #drudge
",['drudge'],2020-10-16 00:10:01,drudgereportapp,219,USA
"It’s clear already that @SavannahGuthrie wants to trip up make @realDonaldTrump look bad.  She asked if he thinks a grieving Gold Star Family gave him Covid...
",[],2020-10-16 00:10:01,M2_MeasureTwice,168,
"Whisky, psilocybins and chokefucking?
",[],2020-10-16 00:10:01,filmthug,433,On the loo.
"Cook County Board President Toni Preckwinkle rolled out a proposed 2021 budget that, despite COVID-19 and its hit to tax revenues, includes no new taxes or fees, minimal layoffs, and counts on no new funding from Washington. https://t.co/QhairzXeF5
",[],2020-10-16 00:10:01,CrainsChicago,217137,Chicago
"CHRISTIE'S COVID WARNING: https://t.co/MiwyewOoy0 #drudge
",['drudge'],2020-10-16 00:10:02,drudgereportapp,219,USA
"@SavannahGuthrie #UnMask 85% of asymptotic wore masks  https://t.co/r7DnJU7kD9
",['UnMask'],2020-10-16 00:10:02,OzPsychic,162,
"what a fucking disaster lol
",[],2020-10-16 00:10:01,momnapped,814,
"What about the 10 million plus families suffering from so-called autism and all THOSE related, chronic health problems?
",[],2020-10-16 00:10:02,terriblewis1,1548,
"@SavannahGuthrie enough with the bs Covid questions - no one cares. You sound like a harpy.
",[],2020-10-16 00:10:02,cupyours2,2467,
"If only covid shut down political theatre the way it did thespian theatre
",[],2020-10-16 00:10:02,Luke_S_Anderson,581,petting a dog
"BRO LIFE WAS GOING TOO WELL FOR ME LATELY LMAO I just tested positive for covid 🤬 Just got my new job
",[],2020-10-16 00:10:02,xHegzx,376,918
"Restaurants were destined to ruin for Covid, pizza boss claims https://t.co/b0YHY9X7Eb
",[],2020-10-16 00:10:02,9_breaking_news,4,united states 
"Scots with blood type O 'less at risk' from Covid, according to new study #NewsAlert
",['NewsAlert'],2020-10-16 00:10:03,techjoffrey,479,
